"MDQ","Mar Del Plata","Mar Del Plata","Argentina","AR",-37.934167,-57.573333,303,"Argentinië","Mar del Plata",3430863,3865483
"MDX","Mercedes","Mercedes","Argentina","AR",-29.216944,-58.083333,303,"Argentinië",\N,3430709,3865483
"MJR","Miramar","Miramar","Argentina","AR",-38.216667,-57.866667,303,"Argentinië",\N,\N,3865483
"MCS","Monte Caseros","Monte Caseros","Argentina","AR",-30.266667,-57.633333,303,"Argentinië",\N,\N,3865483
"NEC","Necochea","Necochea","Argentina","AR",-38.666667,-58.750000,303,"Argentinië",\N,3430443,3865483
"NQN","Neuquen","Neuquen","Argentina","AR",-38.950000,-68.133333,303,"Argentinië","Neuquén",3843123,3865483
"OVR","Olavarria","Olavarria","Argentina","AR",-35.700000,-63.000000,303,"Argentinië",\N,3842670,3865483
"ORA","Oran","Oran","Argentina","AR",-23.150000,-64.316667,303,"Argentinië",\N,3836620,3865483
"COR","Pajas Blancas","Cordoba","Argentina","AR",-31.316667,-64.216667,303,"Argentinië","Córdoba",3860259,3865483
"PRA","Parana","Parana","Argentina","AR",-31.783333,-60.483333,303,"Argentinië",\N,3841956,3865483
"AOL","Paso De Los Libres","Paso De Los Libres","Argentina","AR",-29.683333,-57.150000,303,"Argentinië",\N,\N,3865483
"PEH","Pehuajo","Pehuajo","Argentina","AR",-35.800000,-61.883333,303,"Argentinië",\N,\N,3865483
"PMQ","Perito Moreno","Perito Moreno","Argentina","AR",-46.535000,-70.983333,303,"Argentinië",\N,\N,3865483
"PSS","Posadas","Posadas","Argentina","AR",-27.416667,-55.950000,303,"Argentinië","Posadas",3429886,3865483
"PRQ","Pres. Roque Saenz Pena","Pres. Roque Saenz Pena","Argentina","AR",-26.766667,-60.266667,303,"Argentinië",\N,\N,3865483
"PUD","Puerto Deseado","Puerto Deseado","Argentina","AR",-47.716667,-65.916667,303,"Argentinië",\N,\N,3865483
"RCQ","Reconquista","Reconquista","Argentina","AR",-29.183333,-59.700000,303,"Argentinië",\N,3429594,3865483
"RES","Resistencia","Resistencia","Argentina","AR",-27.466667,-58.983333,303,"Argentinië","Resistencia",3429577,3865483
"RCU","Rio Cuarto","Rio Cuarto","Argentina","AR",-33.100000,-64.266667,303,"Argentinië",\N,3838874,3865483
"RGA","Rio Grande","Rio Grande","Argentina","AR",-53.783333,-67.766667,303,"Argentinië",\N,\N,3865483
"RHD","Rio Hondo","Rio Hondo","Argentina","AR",-27.466667,-64.916667,303,"Argentinië",\N,\N,3865483
"ROY","Rio Mayo","Rio Mayo","Argentina","AR",-45.719444,-70.251389,303,"Argentinië",\N,\N,3865483
"RYO","Rio Turbio","Rio Turbio","Argentina","AR",-51.600000,-72.216667,303,"Argentinië",\N,\N,3865483
"SZQ","Saenz Pena","Saenz Pena","Argentina","AR",-34.616667,-58.533333,303,"Argentinië",\N,\N,3865483
"OES","San Antonio Oeste","San Antonio Oeste","Argentina","AR",-40.733333,-64.933333,303,"Argentinië",\N,\N,3865483
"UAQ","San Juan","San Juan","Argentina","AR",-31.600000,-68.550000,303,"Argentinië",\N,3837213,3865483
"ULA","San Julian","San Julian","Argentina","AR",-49.300000,-67.750000,303,"Argentinië",\N,\N,3865483
"LUQ","San Luis","San Luis","Argentina","AR",-33.266667,-66.333333,303,"Argentinië",\N,3837056,3865483
"AFA","San Rafael","San Rafael","Argentina","AR",-34.583333,-68.400000,303,"Argentinië",\N,3836669,3865483
"RZA","Santa Cruz","Santa Cruz","Argentina","AR",-50.033333,-68.583333,303,"Argentinië",\N,\N,3865483
"SFN","Santa Fe","Santa Fe","Argentina","AR",-31.716667,-60.816667,303,"Argentinië","Santa Fe",3836277,3865483
"RSA","Santa Rosa","Santa Rosa","Argentina","AR",-36.616667,-64.283333,303,"Argentinië",\N,3835994,3865483
"SST","Santa Teresita","Santa Teresita","Argentina","AR",-35.266667,-59.633333,303,"Argentinië",\N,\N,3865483
"SDE","Santiago Del Estero","Santiago Del Estero","Argentina","AR",-27.766667,-64.283333,303,"Argentinië","Santiago del Estero",3835869,3865483
"SGV","Sierra Grande","Sierra Grande","Argentina","AR",-41.500000,-65.350000,303,"Argentinië",\N,\N,3865483
"TDL","Tandil","Tandil","Argentina","AR",-37.233333,-59.216667,303,"Argentinië",\N,3427833,3865483
"TTG","Tartagal","Tartagal","Argentina","AR",-26.216667,-64.150000,303,"Argentinië",\N,3834601,3865483
"VCF","Valcheta","Valcheta","Argentina","AR",-40.700000,-66.150000,303,"Argentinië",\N,\N,3865483
"RLO","Valle Del Conlara","Merlo","Argentina","AR",-32.350000,-65.033333,303,"Argentinië",\N,\N,3865483
"VDM","Viedma","Viedma","Argentina","AR",-40.850000,-63.016667,303,"Argentinië",\N,3832899,3865483
"VDR","Villa Dolores","Villa Dolores","Argentina","AR",-31.950000,-65.150000,303,"Argentinië",\N,\N,3865483
"VLG","Villa Gesell","Villa Gesell","Argentina","AR",-38.016667,-57.583333,303,"Argentinië",\N,\N,3865483
"VME","Villa Mercedes","Villa Mercedes","Argentina","AR",-33.633333,-65.416667,303,"Argentinië",\N,\N,3865483
"APZ","Zapala","Zapala","Argentina","AR",-38.916667,-70.083333,303,"Argentinië",\N,\N,3865483
